Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20735619,MH_5,COUNTRY,SRB,YEAR,2017,,,,,,,,,6.6,6.6,,,,2019-04-25T08:25:09Z,2017,2017-01-01,2017-12-31
20735620,MH_5,COUNTRY,STP,YEAR,2016,,,,,,,,,6.1,6.1,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735621,MH_5,COUNTRY,SVN,YEAR,2016,,,,,,,,,5.8,5.8,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735622,MH_5,COUNTRY,SYR,YEAR,2016,,,,,,,,,0.2,0.2,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735623,MH_5,COUNTRY,THA,YEAR,2016,,,,,,,,,0.3,0.3,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735624,MH_5,COUNTRY,TJK,YEAR,2016,,,,,,,,,2,2,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735625,MH_5,COUNTRY,TON,YEAR,2016,,,,,,,,,1.1,1.1,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735626,MH_5,COUNTRY,TZA,YEAR,2015,,,,,,,,,4,4,,,,2019-04-25T08:25:10Z,2015,2015-01-01,2015-12-31
20735627,MH_5,COUNTRY,UZB,YEAR,2016,,,,,,,,,2.7,2.7,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735628,MH_5,COUNTRY,VCT,YEAR,2017,,,,,,,,,10,10,,,,2019-04-25T08:25:10Z,2017,2017-01-01,2017-12-31
20735629,MH_5,COUNTRY,VUT,YEAR,2016,,,,,,,,,1,1,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735630,MH_5,COUNTRY,WSM,YEAR,2016,,,,,,,,,1.1,1.1,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735631,MH_5,COUNTRY,ZAF,YEAR,2016,,,,,,,,,3,3,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
20735632,MH_5,COUNTRY,ZWE,YEAR,2016,,,,,,,,,3.2,3.2,,,,2019-04-25T08:25:10Z,2016,2016-01-01,2016-12-31
